DayOfYear,DayOfWeek,Time,Energy,NOx,CO,NO,NO2,PM10,PM25,Benzen,SO2,O3,Temperatura (C),Prędkość wiatru (km/h),Zachmurzenie (%),Ciśnienie (hPa),Opady (mm),Śnieg (cm)
40,6,05:00:00,0.0,18.4,0.38,5.4,10.1,34.8,30.9,1.17,1.7,33.1,-4.0,8.6,54.0,1036.1,0.0,0.0
40,6,06:00:00,0.0,19.1,0.36,5.5,10.65,36.55,30.6,1.25,1.6,31.1,-4.2,13.7,44.0,1036.1,0.0,0.0
40,6,07:00:00,1.25,29.65,0.41,10.25,13.9,37.75,32.3,1.21,1.6,29.4,-3.8,9.7,10.0,1036.4,0.0,0.0
40,6,08:00:00,6.49000000001,31.15,0.46,11.4,13.65,36.05,31.3,1.3,1.7,29.5,-2.3,9.7,0.0,1036.1,0.0,0.0
40,6,09:00:00,11.03999999999,29.85,0.46,12.25,11.1,38.65,32.8,1.39,2.0,31.4,-0.3,9.4,2.0,1036.1,0.0,0.0
40,6,10:00:00,12.97,24.3,0.43,9.55,9.7,39.05,32.2,1.48,1.9,37.1,1.0,11.2,69.0,1035.9,0.0,0.0
40,6,11:00:00,11.4,25.65,0.42,11.1,8.7,42.3,34.1,1.37,2.1,40.0,1.8,13.3,95.0,1035.1,0.0,0.0
40,6,12:00:00,11.14,27.6,0.45,11.3,10.35,39.05,33.6,1.27,2.1,43.2,2.0,18.7,23.0,1034.6,0.0,0.0
40,6,13:00:00,5.56000000001,29.7,0.45,11.95,11.3,41.3,32.2,1.22,2.2,45.8,2.0,16.2,76.0,1034.8,0.0,0.0
40,6,14:00:00,2.67999999999,33.45,0.46,13.0,13.55,40.75,32.5,1.2,2.9,47.3,2.0,15.5,58.0,1034.8,0.0,0.0
40,6,15:00:00,1.10000000001,32.7,0.43,12.55,13.45,37.35,32.2,1.04,4.2,49.3,1.2,14.0,100.0,1034.3,0.0,0.0
40,6,16:00:00,0.16999999999,40.8,0.46,15.35,17.3,38.8,31.2,1.12,5.4,47.9,0.4,11.2,92.0,1034.1,0.0,0.0
40,6,17:00:00,0.0,52.4,0.58,20.3,21.3,33.8,30.4,1.15,4.4,43.5,-0.1,10.4,29.0,1034.7,0.0,0.0
40,6,18:00:00,0.0,60.55,0.61,22.9,25.45,38.65,31.6,1.45,4.6,39.4,-0.6,9.7,2.0,1034.3,0.0,0.0
40,6,19:00:00,0.0,80.45,0.76,31.55,32.0,45.150000000000006,41.2,1.63,6.9,37.6,-1.1,9.4,0.0,1034.2,0.0,0.0
40,6,20:00:00,0.0,78.60000000000001,0.92,31.7,30.0,52.05,52.9,1.67,7.4,40.8,-1.7,8.6,0.0,1034.3,0.0,0.0
40,6,21:00:00,0.0,62.5,0.93,21.25,29.9,56.6,53.2,1.99,7.4,30.8,-2.3,9.0,0.0,1034.1,0.0,0.0
40,6,22:00:00,0.0,51.5,0.74,15.9,27.05,56.85,52.0,2.54,8.3,26.7,-2.8,9.4,0.0,1034.0,0.0,0.0
40,6,23:00:00,0.0,40.0,0.73,12.75,20.45,55.900000000000006,49.3,2.47,8.0,31.0,-3.3,10.1,0.0,1034.0,0.0,0.0
41,0,00:00:00,0.0,26.5,0.58,6.7,16.2,48.6,41.5,2.25,4.8,30.6,-4.5,11.2,0.0,1034.0,0.0,0.0
41,0,01:00:00,0.0,22.9,0.52,5.9,13.9,46.15,35.3,2.26,3.6,29.6,-5.1,10.8,0.0,1033.4,0.0,0.0
41,0,02:00:00,0.0,18.45,0.44,3.3,13.35,37.65,30.8,1.9,3.9,28.1,-5.3,10.1,0.0,1033.4,0.0,0.0
41,0,03:00:00,0.0,15.55,0.38,2.7,11.4,31.9,24.9,1.49,4.2,27.5,-5.9,10.1,0.0,1033.7,0.0,0.0
41,0,04:00:00,0.0,14.5,0.35,2.6,10.5,31.8,22.1,1.18,3.3,27.2,-6.3,10.4,0.0,1033.5,0.0,0.0
41,0,05:00:00,0.0,22.15,0.36,6.1,12.85,29.450000000000003,22.0,1.12,2.8,26.4,-6.4,10.4,0.0,1033.3,0.0,0.0
41,0,06:00:00,0.0,46.1,0.45,18.65,17.5,31.1,23.6,1.155,2.6,24.1,-6.8,15.8,22.0,1033.9,0.0,0.0
41,0,07:00:00,1.19000000001,114.0,0.65,56.15,27.950000000000003,35.55,27.2,1.19,2.4,19.3,-6.6,12.6,4.0,1033.8,0.0,0.0
41,0,08:00:00,6.44999999999,120.2,0.73,56.85,33.1,39.900000000000006,28.9,1.37,2.3,16.3,-5.3,13.0,1.0,1034.3,0.0,0.0
41,0,09:00:00,11.76,83.95,0.55,39.15,23.95,39.15,29.4,1.43,3.0,26.8,-3.7,14.0,0.0,1034.4,0.0,0.0
41,0,10:00:00,14.54000000001,72.15,0.59,33.85,20.3,40.2,31.7,1.41,2.7,34.1,-2.2,14.8,1.0,1034.1,0.0,0.0
41,0,11:00:00,15.22999999999,69.5,0.57,30.75,22.35,42.1,31.5,1.39,4.0,41.7,-1.0,14.4,0.0,1033.5,0.0,0.0
41,0,12:00:00,13.84,63.3,0.53,27.05,21.7,40.2,26.7,1.36,4.5,49.6,0.4,18.0,0.0,1033.0,0.0,0.0
41,0,13:00:00,7.35,53.7,0.51,22.9,18.65,39.35,21.6,1.02,4.4,57.7,1.2,16.6,0.0,1032.2,0.0,0.0
41,0,14:00:00,3.05,55.95,0.44,22.4,21.55,30.9,16.7,0.73,5.3,66.0,1.6,15.8,0.0,1032.9,0.0,0.0
41,0,15:00:00,1.09,57.6,0.46,21.3,24.95,26.950000000000003,14.8,0.61,2.4,71.8,1.5,15.5,0.0,1033.0,0.0,0.0
41,0,16:00:00,0.16,96.6,0.71,39.95,35.3,32.900000000000006,15.6,0.54,10.8,67.4,0.5,11.5,0.0,1033.5,0.0,0.0
41,0,17:00:00,0.0,104.5,0.75,36.05,49.25,54.1,22.6,0.82,21.1,48.8,-0.6,12.2,0.0,1034.1,0.0,0.0
41,0,18:00:00,0.0,109.8,0.91,36.5,53.900000000000006,67.5,37.1,2.21,18.3,37.8,-1.2,11.9,0.0,1034.2,0.0,0.0
41,0,19:00:00,0.0,118.65,1.04,43.45,52.05,65.6,46.2,3.23,8.1,35.3,-1.8,11.2,0.0,1034.7,0.0,0.0
41,0,20:00:00,0.0,104.65,1.02,37.85,46.65,64.5,52.4,3.51,8.8,33.7,-2.4,11.5,0.0,1034.9,0.0,0.0
41,0,21:00:00,0.0,81.65,1.12,26.95,40.3,60.35,51.3,3.11,6.9,39.8,-2.9,11.2,0.0,1035.0,0.0,0.0
41,0,22:00:00,0.0,55.05,0.93,14.9,32.25,61.1,53.1,2.85,6.7,40.4,-3.4,10.4,0.0,1035.0,0.0,0.0
41,0,23:00:00,0.0,47.05,0.8,12.1,28.5,58.95,53.7,2.99,6.5,37.3,-3.9,10.4,0.0,1035.0,0.0,0.0
42,1,00:00:00,0.0,37.55,0.77,7.6,25.9,59.0,51.6,2.75,7.2,37.8,-4.6,11.5,0.0,1035.2,0.0,0.0
42,1,01:00:00,0.0,25.200000000000003,0.61,5.15,17.25,50.55,43.5,2.33,8.5,35.8,-5.2,9.4,0.0,1034.5,0.0,0.0
42,1,02:00:00,0.0,21.45,0.56,3.55,16.0,47.45,37.0,2.12,6.7,34.5,-5.6,9.4,0.0,1034.9,0.0,0.0
42,1,03:00:00,0.0,23.45,0.56,4.75,16.1,45.4,34.4,1.87,5.5,32.6,-6.4,9.0,0.0,1035.3,0.0,0.0
42,1,04:00:00,0.0,25.75,0.52,5.05,18.0,43.1,33.4,1.72,5.0,32.8,-6.8,9.0,0.0,1035.1,0.0,0.0
42,1,05:00:00,0.0,29.55,0.54,7.449999999999999,18.1,41.95,34.9,1.52,4.7,33.2,-6.9,8.6,0.0,1035.0,0.0,0.0
42,1,06:00:00,0.0,65.2,0.61,24.35,27.8,39.15,32.8,1.31,4.1,27.4,-7.4,12.2,0.0,1035.2,0.0,0.0
42,1,07:00:00,1.3,127.35,0.84,60.05,35.3,44.1,35.2,1.58,3.5,17.9,-7.0,10.8,6.0,1035.1,0.0,0.0
42,1,08:00:00,5.92,120.85,0.81,56.45,34.3,50.2,39.9,1.85,3.5,12.1,-5.3,13.3,0.0,1035.4,0.0,0.0
42,1,09:00:00,6.39,87.05,0.68,39.650000000000006,26.3,54.25,40.9,1.94,3.3,19.2,-3.7,14.0,0.0,1035.5,0.0,0.0
42,1,10:00:00,4.55,66.3,0.62,30.85,19.0,59.65,43.6,1.9,6.5,21.9,-2.2,14.8,0.0,1034.7,0.0,0.0
42,1,11:00:00,4.89,70.4,0.62,33.4,19.15,61.650000000000006,44.7,1.97,12.4,20.8,-1.1,15.8,0.0,1033.9,0.0,0.0
42,1,12:00:00,5.58,67.5,0.58,29.9,21.6,65.0,42.7,1.73,25.5,23.4,-0.8,16.6,0.0,1034.3,0.0,0.0
42,1,13:00:00,4.07,68.2,0.57,30.2,21.85,60.75,41.8,1.58,32.3,27.8,-0.7,18.0,0.0,1033.6,0.0,0.0
42,1,14:00:00,2.36,54.85,0.55,23.200000000000003,19.35,53.2,38.8,1.49,9.5,30.9,-0.5,18.7,0.0,1033.6,0.0,0.0
42,1,15:00:00,1.03,59.9,0.62,26.35,19.55,49.1,38.4,1.4,5.5,31.6,-1.1,20.2,0.0,1034.1,0.0,0.0
42,1,16:00:00,0.08000000001,79.7,0.73,36.6,23.55,48.85,37.4,1.37,4.8,32.7,-2.2,14.4,0.0,1033.8,0.0,0.0
42,1,17:00:00,0.0,58.6,0.58,21.6,25.45,43.75,35.0,1.38,9.1,34.5,-2.6,14.8,0.0,1034.3,0.0,0.0
42,1,18:00:00,0.0,52.35,0.59,16.85,26.5,51.9,36.0,1.36,15.9,32.0,-3.1,13.3,0.0,1034.3,0.0,0.0
42,1,19:00:00,0.0,92.35,0.78,39.65,31.55,60.5,44.2,1.45,23.3,29.4,-3.8,10.8,0.0,1034.5,0.0,0.0
42,1,20:00:00,0.0,80.0,0.8,33.6,28.5,60.7,47.2,1.48,21.3,30.4,-4.4,10.4,0.0,1034.3,0.0,0.0
42,1,21:00:00,0.0,70.95,0.72,27.25,29.1,59.6,44.9,1.91,14.5,24.3,-4.8,9.0,0.0,1034.2,0.0,0.0
42,1,22:00:00,0.0,50.35,0.69,18.65,21.75,53.35,44.5,2.17,7.6,28.7,-5.3,9.0,0.0,1033.9,0.0,0.0
42,1,23:00:00,0.0,45.35,0.63,15.8,21.1,54.1,43.1,2.06,6.0,25.0,-5.8,9.4,0.0,1033.8,0.0,0.0
43,2,00:00:00,0.0,36.7,0.59,12.1,18.15,51.0,39.5,2.26,4.9,25.4,-7.0,10.1,0.0,1033.9,0.0,0.0
43,2,01:00:00,0.0,19.4,0.53,4.15,13.05,47.35,38.3,2.06,3.9,26.8,-7.6,9.7,0.0,1033.2,0.0,0.0
43,2,02:00:00,0.0,18.35,0.53,3.85,12.45,48.1,38.2,1.88,3.5,26.6,-7.5,9.4,0.0,1033.4,0.0,0.0
43,2,03:00:00,0.0,17.5,0.51,3.75,11.75,47.65,38.6,1.95,2.8,27.3,-7.8,9.0,0.0,1033.1,0.0,0.0
43,2,04:00:00,0.0,16.25,0.54,3.0,11.65,52.1,40.7,2.07,2.4,28.5,-8.0,10.1,0.0,1032.7,0.0,0.0
43,2,05:00:00,0.0,22.35,0.57,5.8,13.45,51.35,41.2,2.37,2.3,27.3,-8.0,10.4,0.0,1032.4,0.0,0.0
43,2,06:00:00,0.0,42.8,0.64,14.05,21.25,53.8,41.1,2.47,2.2,24.6,-8.0,15.5,0.0,1031.7,0.0,0.0
43,2,07:00:00,1.23999999999,105.65,0.88,47.1,33.35,54.5,44.3,2.56,2.1,19.9,-7.0,8.3,0.0,1032.1,0.0,0.0
43,2,08:00:00,6.02,107.45,0.88,48.45,33.05,55.35,43.4,2.705,2.6,19.0,-4.9,8.6,0.0,1031.3,0.0,0.0
43,2,09:00:00,11.42,97.15,0.83,45.9,26.75,56.85,44.1,2.85,3.7,27.5,-2.0,10.8,0.0,1030.8,0.0,0.0
43,2,10:00:00,13.84,73.75,0.77,33.7,22.05,55.6,44.2,2.76,3.4,33.3,0.3,10.8,0.0,1030.2,0.0,0.0
43,2,11:00:00,14.49,147.5,0.8,83.6,19.3,57.1,43.2,2.48,4.1,36.6,2.0,11.2,0.0,1029.1,0.0,0.0
43,2,12:00:00,13.03,76.45,0.74,35.25,22.4,57.35,42.1,2.32,4.1,42.0,3.2,11.5,0.0,1028.6,0.0,0.0
43,2,13:00:00,7.5,57.2,0.7,23.15,21.7,55.05,39.5,2.13,3.9,48.1,3.7,13.3,0.0,1027.9,0.0,0.0
43,2,14:00:00,2.68000000001,75.95,0.72,33.9,23.95,52.9,37.4,1.92,4.0,53.2,3.8,12.6,0.0,1027.3,0.0,0.0
43,2,15:00:00,1.30999999999,79.60000000000001,0.76,34.5,26.65,52.95,35.7,1.68,4.0,53.7,2.5,12.6,0.0,1027.0,0.0,0.0
43,2,16:00:00,0.1,107.5,0.92,47.45,34.7,53.05,37.0,1.65,6.1,48.6,0.9,9.7,1.0,1026.8,0.0,0.0
43,2,17:00:00,0.0,126.7,0.98,49.85,50.3,57.8,40.2,1.69,5.4,33.9,0.4,11.5,0.0,1026.5,0.0,0.0
43,2,18:00:00,0.0,115.85,1.04,45.400000000000006,46.25,66.0,49.1,2.22,6.6,33.3,0.1,12.6,0.0,1026.6,0.0,0.0
43,2,19:00:00,0.0,101.25,1.09,34.3,48.65,71.9,56.1,2.35,6.8,24.7,0.0,11.9,62.0,1026.1,0.0,0.0
43,2,20:00:00,0.0,115.65,1.26,45.2,46.3,78.4,63.7,3.07,8.5,26.7,-0.3,10.1,0.0,1025.6,0.0,0.0
43,2,21:00:00,0.0,89.19999999999999,1.18,29.8,43.55,83.7,67.1,3.4,9.7,23.9,-0.8,5.8,95.0,1025.4,0.0,0.0
43,2,22:00:00,0.0,72.55000000000001,1.04,23.65,36.3,76.45,58.8,4.1,8.1,20.6,-0.9,4.3,100.0,1025.0,0.0,0.0
43,2,23:00:00,0.0,35.75,0.8,5.1000000000000005,27.95,68.0,53.3,3.65,7.1,27.4,-0.7,4.3,100.0,1024.5,0.0,0.0
44,3,00:00:00,0.0,41.55,0.78,10.95,24.75,61.9,53.8,3.22,6.1,25.5,-1.3,10.4,3.0,1023.8,0.0,0.0
44,3,01:00:00,0.0,28.85,0.67,5.55,20.25,64.15,49.8,2.98,4.9,21.1,-1.1,9.0,70.0,1023.6,0.0,0.0
44,3,02:00:00,0.0,24.4,0.63,3.75,18.65,61.6,49.9,2.7,4.3,20.1,-1.7,5.8,1.0,1022.6,0.0,0.0
44,3,03:00:00,0.0,24.450000000000003,0.64,3.55,19.05,58.3,48.4,2.42,4.1,18.6,-2.0,7.2,7.0,1022.3,0.0,0.0
44,3,04:00:00,0.0,26.85,0.64,5.5,18.4,57.5,47.7,2.34,3.9,17.7,-1.7,6.5,100.0,1021.2,0.0,0.0
44,3,05:00:00,0.0,37.7,0.69,9.5,23.15,54.55,48.9,2.37,3.2,9.5,-1.0,6.8,100.0,1021.1,0.0,0.0
44,3,06:00:00,0.01,64.3,0.71,21.55,31.3,55.8,45.4,2.59,4.2,10.1,-0.9,9.0,92.0,1020.9,0.0,0.0
44,3,07:00:00,0.57,145.9,0.96,65.2,45.95,64.75,49.1,2.69,3.9,2.7,-0.1,9.7,69.0,1020.9,0.0,0.0
44,3,08:00:00,2.23,177.05,1.02,85.6,45.75,76.35,55.3,3.32,4.8,2.8,1.5,11.5,75.0,1020.3,0.0,0.0
44,3,09:00:00,4.78000000001,265.8,1.24,136.15,57.05,93.2,65.6,3.01,4.9,4.5,2.6,15.8,92.0,1020.1,0.0,0.0
44,3,10:00:00,5.09999999999,117.0,0.84,52.65,36.25,51.05,41.0,2.7,4.8,57.3,3.3,15.1,100.0,1020.1,0.0,0.0
44,3,11:00:00,9.17,17.6,0.33,3.3,12.5,24.7,14.5,0.92,4.3,72.8,4.0,15.5,100.0,1019.1,0.0,0.0
44,3,12:00:00,6.91,18.05,0.39,3.95,12.5,24.1,14.0,0.84,4.3,73.1,4.4,16.9,67.0,1018.2,0.0,0.0
44,3,13:00:00,3.63,24.3,0.4,5.5,13.7,26.3,15.5,0.82,4.2,71.3,4.5,17.3,2.0,1018.6,0.0,0.0
44,3,14:00:00,3.26,23.95,0.41,5.35,15.7,25.4,16.3,0.78,3.6,68.7,4.1,16.6,6.0,1017.7,0.0,0.0
44,3,15:00:00,1.12,21.6,0.4,4.85,14.25,25.5,16.8,0.93,3.1,68.2,3.5,15.5,64.0,1017.3,0.0,0.0
44,3,16:00:00,0.14,23.6,0.41,4.300000000000001,17.05,23.35,14.7,0.94,3.3,63.2,2.3,13.7,22.0,1017.4,0.0,0.0
44,3,17:00:00,0.0,26.55,0.41,4.55,19.6,23.0,15.7,1.08,3.5,57.7,1.5,12.2,100.0,1016.9,0.0,0.0
44,3,18:00:00,0.0,29.45,0.43,4.35,22.85,21.0,16.9,1.33,3.7,56.3,1.1,13.7,100.0,1017.0,0.0,0.0
44,3,19:00:00,0.0,25.0,0.43,3.75,19.3,20.450000000000003,16.0,1.29,3.9,60.7,1.1,15.5,100.0,1016.4,0.0,0.0
44,3,20:00:00,0.0,19.55,0.4,2.3,16.0,20.35,16.0,1.16,3.6,61.9,1.3,15.5,100.0,1016.2,0.0,0.0
44,3,21:00:00,0.0,19.85,0.4,3.75,14.1,23.0,17.5,1.15,3.7,61.8,1.5,17.3,100.0,1016.2,0.0,0.0
44,3,22:00:00,0.0,16.1,0.42,1.75,13.45,21.8,17.4,1.08,3.6,62.1,1.6,19.1,100.0,1015.9,0.0,0.0
44,3,23:00:00,0.0,10.9,0.35,1.0,9.35,17.95,15.0,1.0,3.7,64.1,1.7,18.4,100.0,1015.6,0.0,0.0
45,4,00:00:00,0.0,11.85,0.37,1.15,10.1,19.25,15.2,0.89,3.3,65.2,1.9,18.4,97.0,1015.5,0.0,0.0
45,4,01:00:00,0.0,14.15,0.36,2.25,10.75,20.15,15.7,0.87,3.1,64.3,2.0,18.7,97.0,1015.6,0.0,0.0
45,4,02:00:00,0.0,7.9,0.34,0.75,6.7,22.7,17.5,0.94,3.2,62.7,1.9,16.9,100.0,1015.4,0.0,0.0
45,4,03:00:00,0.0,9.2,0.36,1.1,7.4,24.75,19.8,1.0,2.6,56.1,1.4,15.8,100.0,1015.5,0.1,0.0
45,4,04:00:00,0.0,11.05,0.39,1.0,9.5,24.45,21.1,1.19,2.2,46.7,1.0,15.1,100.0,1015.4,0.2,0.14
45,4,05:00:00,0.0,14.25,0.41,0.85,13.0,24.35,21.8,1.14,2.2,44.3,1.1,15.1,100.0,1015.1,0.2,0.07
45,4,06:00:00,0.0,19.95,0.43,2.4000000000000004,16.3,24.5,22.4,1.27,1.8,41.1,1.1,16.2,100.0,1015.4,0.5,0.28
45,4,07:00:00,0.14,35.349999999999994,0.5,5.85,26.3,25.85,23.4,1.52,2.2,24.7,1.5,13.3,100.0,1015.5,0.2,0.0
45,4,08:00:00,0.83,65.6,0.61,19.75,35.25,29.7,26.1,2.03,3.1,10.4,1.7,16.9,100.0,1015.8,0.1,0.0
45,4,09:00:00,1.63,64.5,0.65,23.0,29.200000000000003,28.55,27.8,1.78,2.9,17.0,1.7,18.0,100.0,1016.3,0.1,0.0
45,4,10:00:00,1.13,60.2,0.67,24.0,23.4,28.8,26.3,1.775,3.3,18.6,1.9,16.9,100.0,1016.4,0.1,0.0
45,4,11:00:00,0.96,33.9,42.3,4.6,18.0,28.3,25.5,1.77,3.1,18.2,2.1,15.1,100.0,1016.5,0.0,0.0
45,4,12:00:00,0.46,51.7,0.49,18.75,22.95,29.9,26.0,1.88,2.7,16.7,1.9,16.2,100.0,1017.2,0.1,0.0
45,4,13:00:00,0.26,64.2,0.57,25.55,25.05,41.5,33.7,2.28,2.1,12.5,1.2,11.5,100.0,1017.5,0.4,0.07
45,4,14:00:00,0.04000000001,65.6,0.64,23.5,29.700000000000003,46.35,38.6,2.87,1.8,10.1,0.7,13.7,100.0,1017.7,0.2,0.07
45,4,15:00:00,0.0,92.7,0.59,32.65,42.65,55.3,42.2,3.03,1.9,19.9,0.2,14.0,100.0,1018.9,0.1,0.0
45,4,16:00:00,0.0,105.35,0.64,41.8,41.25,48.95,41.9,2.08,1.8,33.3,-0.1,13.7,100.0,1019.6,0.1,0.0
45,4,17:00:00,0.0,77.95,0.59,24.85,39.85,50.9,42.4,1.95,1.8,35.0,-0.2,13.7,100.0,1020.0,0.0,0.0
45,4,18:00:00,0.0,66.5,0.45,22.75,31.700000000000003,55.2,44.5,1.78,1.7,41.5,-0.5,17.6,100.0,1020.9,0.1,0.0
45,4,19:00:00,0.0,64.55,0.4,23.35,28.8,54.8,43.4,1.86,1.8,36.8,-1.3,18.0,100.0,1021.8,0.1,0.0
45,4,20:00:00,0.0,38.25,0.21,12.55,19.05,24.2,16.6,1.3,1.5,47.8,-1.9,18.4,100.0,1022.8,0.0,0.0
45,4,21:00:00,0.0,41.15,0.19,13.65,20.25,11.25,9.1,0.55,0.6,55.1,-2.4,15.8,100.0,1023.4,0.0,0.0
45,4,22:00:00,0.0,40.3,0.21,13.35,19.8,11.85,8.9,0.46,0.5,53.9,-2.7,13.3,100.0,1023.8,0.0,0.0
45,4,23:00:00,0.0,33.4,0.23,9.8,18.35,12.9,9.1,0.57,0.9,53.8,-2.8,13.7,98.0,1024.1,0.0,0.0
46,5,00:00:00,0.0,27.9,0.25,4.25,21.4,12.3,10.9,0.55,0.9,48.5,-3.3,10.4,100.0,1024.3,0.0,0.0
46,5,01:00:00,0.0,20.2,0.32,2.65,16.1,15.65,13.4,0.68,1.5,52.3,-3.5,9.7,5.0,1024.4,0.0,0.0
46,5,02:00:00,0.0,14.9,0.3,1.85,12.05,20.8,15.3,0.69,1.6,52.0,-3.7,10.1,0.0,1024.1,0.0,0.0
46,5,03:00:00,0.0,13.4,0.32,1.4,11.3,18.85,17.8,0.76,1.2,49.6,-3.9,10.8,12.0,1024.5,0.0,0.0
46,5,04:00:00,0.0,15.5,0.32,2.2,12.1,24.1,20.0,0.84,1.8,46.1,-3.7,10.8,100.0,1024.5,0.0,0.0
46,5,05:00:00,0.0,16.2,0.31,1.95,13.2,22.75,20.8,0.9,1.8,42.9,-3.4,7.9,100.0,1023.9,0.1,0.07
46,5,06:00:00,0.0,20.55,0.32,3.45,15.2,26.75,22.6,1.01,1.9,40.2,-3.0,9.4,100.0,1023.8,0.2,0.07
46,5,07:00:00,0.38999999999,21.5,0.33,2.9000000000000004,17.05,29.9,23.1,1.0,1.9,37.7,-2.7,10.1,100.0,1024.2,0.1,0.07
46,5,08:00:00,2.52,34.3,0.36,10.7,17.9,25.950000000000003,21.9,1.03,2.0,41.2,-2.4,10.4,100.0,1024.5,0.0,0.0
46,5,09:00:00,2.26,37.85,0.32,13.45,17.25,20.8,17.3,0.82,2.0,49.8,-1.9,10.1,100.0,1024.5,0.0,0.0
46,5,10:00:00,5.49,46.55,0.35,15.0,23.5,37.65,21.0,0.62,1.6,55.8,-1.9,10.8,100.0,1024.4,0.1,0.07
46,5,11:00:00,10.84000000001,28.950000000000003,0.29,8.75,15.5,34.4,17.7,0.62,1.0,60.9,-1.2,8.6,100.0,1023.9,0.1,0.07
46,5,12:00:00,4.5,26.05,0.28,8.35,13.3,38.75,16.3,0.62,0.5,64.7,-1.5,11.9,100.0,1023.3,0.1,0.07
46,5,13:00:00,2.40999999999,30.450000000000003,0.34,9.45,16.0,43.8,18.5,0.49,0.6,67.3,-1.5,11.5,100.0,1023.3,0.1,0.07
46,5,14:00:00,2.14,28.55,0.28,6.9,17.95,29.35,13.0,0.47,2.0,68.5,-1.2,9.7,77.0,1022.7,0.1,0.07
46,5,15:00:00,0.81000000001,32.95,0.31,7.75,21.05,26.45,12.6,0.46,2.6,66.8,-1.4,10.8,37.0,1022.6,0.0,0.0
46,5,16:00:00,0.08999999999,37.8,0.37,9.05,23.95,26.05,12.9,0.44,1.1,67.3,-1.7,10.1,17.0,1022.6,0.0,0.0
46,5,17:00:00,0.0,49.5,0.37,16.05,24.95,27.3,14.1,0.48,1.8,66.4,-2.0,10.4,100.0,1023.1,0.0,0.0
46,5,18:00:00,0.0,48.75,0.39,13.35,28.1,27.0,15.3,0.6,2.4,57.6,-2.4,7.6,16.0,1022.9,0.0,0.0
46,5,19:00:00,0.0,75.85000000000001,0.59,26.55,35.2,43.400000000000006,29.5,0.77,3.5,54.7,-2.7,7.2,7.0,1023.0,0.0,0.0
46,5,20:00:00,0.0,43.45,0.43,7.9,31.35,31.4,18.2,1.24,2.9,53.3,-3.1,6.5,19.0,1022.9,0.0,0.0
46,5,21:00:00,0.0,43.900000000000006,0.5,7.35,32.6,35.8,24.8,1.18,3.0,53.1,-3.3,6.1,3.0,1022.5,0.0,0.0
46,5,22:00:00,0.0,36.75,0.54,5.8,27.75,42.25,29.4,1.99,4.6,53.4,-3.7,8.6,0.0,1022.7,0.0,0.0
46,5,23:00:00,0.0,26.5,0.47,3.85,20.6,31.55,27.4,1.72,3.4,56.6,-4.2,9.4,0.0,1023.0,0.0,0.0
47,6,00:00:00,0.0,25.0,0.44,3.7,19.3,32.0,25.6,1.42,4.4,54.0,-4.0,9.4,4.0,1022.6,0.0,0.0
47,6,01:00:00,0.0,22.450000000000003,0.37,3.65,16.85,27.450000000000003,22.3,1.19,3.4,56.4,-3.8,7.2,97.0,1022.8,0.0,0.0
47,6,02:00:00,0.0,23.95,0.34,3.0,19.35,25.0,20.3,0.92,3.1,52.1,-3.7,7.2,86.0,1022.0,0.0,0.0
47,6,03:00:00,0.0,26.75,0.37,3.7,21.1,25.15,20.2,0.93,2.7,47.0,-4.0,7.9,29.0,1022.5,0.0,0.0
47,6,04:00:00,0.0,25.0,0.39,2.6500000000000004,20.95,25.1,22.3,0.99,2.5,44.0,-4.8,9.0,0.0,1022.6,0.0,0.0
47,6,05:00:00,0.0,25.75,0.38,3.1,20.95,28.3,23.9,0.98,1.7,41.4,-5.1,9.4,25.0,1022.4,0.0,0.0
47,6,06:00:00,0.03,23.6,0.39,1.5,21.25,28.35,23.0,0.99,1.0,31.4,-5.3,11.2,5.0,1022.8,0.0,0.0
47,6,07:00:00,2.17,31.200000000000003,0.4,2.75,27.0,31.200000000000003,25.3,1.38,1.5,20.1,-4.7,9.0,2.0,1023.1,0.0,0.0
47,6,08:00:00,8.02,30.25,0.49,3.65,24.65,36.65,30.4,1.49,2.5,26.8,-3.9,8.3,11.0,1023.1,0.0,0.0
47,6,09:00:00,12.79,36.900000000000006,0.5,8.8,23.4,43.6,34.4,1.89,6.4,27.8,-3.0,10.1,100.0,1023.3,0.0,0.0
47,6,10:00:00,15.69,31.25,0.36,8.1,18.8,48.3,27.8,1.7,13.7,46.3,-2.1,9.4,89.0,1023.2,0.1,0.0
47,6,11:00:00,10.78,26.200000000000003,0.31,8.35,13.5,60.35,27.6,0.99,4.3,67.5,-1.4,10.4,7.0,1022.5,0.0,0.0
47,6,12:00:00,6.34,23.0,0.32,6.55,12.95,55.85,25.8,0.87,1.9,71.8,-0.8,10.8,0.0,1022.1,0.0,0.0
47,6,13:00:00,5.49,18.35,0.3,4.25,11.8,41.6,18.5,0.75,1.8,73.4,-0.5,10.4,12.0,1022.3,0.0,0.0
47,6,14:00:00,3.05,26.200000000000003,0.31,8.6,12.9,39.55,15.1,0.49,2.6,75.5,-0.5,8.6,6.0,1021.9,0.0,0.0
47,6,15:00:00,3.01,20.4,0.27,4.9,12.85,35.05,14.0,0.47,3.5,73.6,-0.8,9.7,5.0,1022.7,0.0,0.0
47,6,16:00:00,0.24,20.9,0.28,5.45,12.6,27.05,11.9,0.44,3.7,73.7,-1.3,10.1,4.0,1023.3,0.0,0.0
